"","Model","Metric","Estimate","lwr","upr","pval","Time","Simulation"
"15063","Bliss","CI",1.21432928659194,0.821818980577175,1.79430708115219,0.329632967959145,9,754
"15064","Bliss","CI",1.23746273472929,0.830258345787801,1.84438256792311,0.295379680152281,12,754
"15065","Bliss","CI",1.12443996993369,0.70780732101438,1.78631275552854,0.61944966547449,15,754
"15066","Bliss","CI",1.0448994068616,0.634389763580394,1.7210472695803,0.863039421203594,18,754
"15067","Bliss","CI",0.993144385961985,0.597605155773211,1.65048069254295,0.978823260643015,21,754
"15068","Bliss","CI",0.846953869768986,0.526526388851886,1.36238348676281,0.493401563507966,24,754
"15069","Bliss","CI",0.791466131315709,0.499488902409607,1.25411922867139,0.31934227173641,27,754
"15070","Bliss","CI",0.724935488151406,0.463085494405025,1.13484760013164,0.159500073693021,30,754
"15071","Bliss","SS",-3.08758294040864,-5.04754692494869,-1.12761895586859,0.00201791451981644,3,754
"15072","Bliss","SS",-1.10209151618765,-3.0620555007277,0.857872468352407,0.270421887322401,6,754
"15073","Bliss","SS",-0.974853432832688,-2.93481741737274,0.985110551707366,0.329632967959145,9,754
"15074","Bliss","SS",-1.04639287679008,-3.00635686133013,0.913571107749976,0.295379680152281,12,754
"15075","Bliss","SS",-0.496630465170677,-2.45659444971073,1.46333351936938,0.61944966547449,15,754
"15076","Bliss","SS",-0.172506411589267,-2.13247039612932,1.78745757295079,0.863039421203594,18,754
"15077","Bliss","SS",0.0265442236470542,-1.933419760893,1.98650820818711,0.978823260643015,21,754
"15078","Bliss","SS",0.684908655933845,-1.27505532860621,2.6448726404739,0.493401563507966,24,754
"15079","Bliss","SS",0.995810409177848,-0.964153575362206,2.9557743937179,0.31934227173641,27,754
"15080","Bliss","SS",1.40675492179853,-0.553209062741519,3.36671890633859,0.159500073693021,30,754
"15081","Bliss","CI",0.804908044198861,0.594020746433899,1.0906638589737,0.161487437423724,3,755
"15082","Bliss","CI",0.570976317681416,0.385297732467206,0.846135151809587,0.00523021540628437,6,755
"15083","Bliss","CI",0.564011403133553,0.391012250561327,0.813552164690518,0.00218435684579566,9,755
"15084","Bliss","CI",0.573323907852156,0.418293304290641,0.785812968898202,0.0005433049265312,12,755
"15085","Bliss","CI",0.636046347981325,0.459690743129406,0.880058958825925,0.00631137844134267,15,755
"15086","Bliss","CI",0.557877576631618,0.37609202776186,0.8275298797491,0.00372018835546213,18,755
"15087","Bliss","CI",0.532138870299905,0.353244691989805,0.801630664820384,0.0025477909984166,21,755
"15088","Bliss","CI",0.472645246709387,0.308227664446918,0.724767939431501,0.000590855899978144,24,755
"15089","Bliss","CI",0.427597348131898,0.291859576819508,0.626463911590275,1.30048444333309e-05,27,755
"15090","Bliss","CI",0.427281607511592,0.297249849816913,0.614195674884753,4.37394245164209e-06,30,755
"15091","Bliss","SS",1.40008643240452,-0.559877552135536,3.36005041694457,0.161487437423724,3,755
"15092","Bliss","SS",2.79250193945556,0.832537954915509,4.75246592399562,0.00523021540628437,6,755
"15093","Bliss","SS",3.0639496299772,1.10398564543714,5.02391361451725,0.00218435684579566,9,755
"15094","Bliss","SS",3.45844413880853,1.49848015426847,5.41840812334858,0.0005433049265312,12,755
"15095","Bliss","SS",2.73114976139659,0.771185776856541,4.69111374593665,0.00631137844134267,15,755
"15096","Bliss","SS",2.90096212931219,0.940998144772132,4.86092611385224,0.00372018835546213,18,755
"15097","Bliss","SS",3.01760697470234,1.05764299016229,4.9775709592424,0.0025477909984166,21,755
"15098","Bliss","SS",3.43577755020125,1.47581356566119,5.3957415347413,0.000590855899978144,24,755
"15099","Bliss","SS",4.36002355498016,2.40005957044011,6.31998753952022,1.30048444333309e-05,27,755
"15100","Bliss","SS",4.59277324536112,2.63280926082107,6.55273722990118,4.37394245164209e-06,30,755
"15101","Bliss","CI",0.889329990850674,0.585223685021151,1.35146244567643,0.582782782556291,3,756
"15102","Bliss","CI",0.727197230794513,0.468360270922118,1.12907914122192,0.155860466762439,6,756
"15103","Bliss","CI",0.792543414896092,0.555647451609533,1.13043812704563,0.199396432673868,9,756
"15104","Bliss","CI",0.684717340342874,0.445166488650611,1.0531741452223,0.0846855659616104,12,756
"15105","Bliss","CI",0.691137050536579,0.418771237015017,1.14064763862298,0.148413036987728,15,756
"15106","Bliss","CI",0.609419257913166,0.365912462494178,1.01497453621532,0.0570594619435542,18,756
"15107","Bliss","CI",0.590242534617516,0.360851241902044,0.965456701313728,0.0357300179685239,21,756
